model_name,status,reason,embedding_type,clustering_method,silhouette_score,homogeneity_score,completeness_score,v_measure_score,adjusted_rand_score,normalized_mutual_info_score,number_of_clusters,noise_ratio
tfidf_kmeans,completed,,lexical,kmeans,0.009827140718698502,6.765424360271101e-05,7.202607850972699e-05,6.977174433092388e-05,-0.0017471952637710068,6.977174433092386e-05,3,0.0
tfidf_svd_kmeans,completed,,lexical_svd,kmeans,0.05676570186813207,6.998257486669752e-05,7.512520534788617e-05,7.246276250466797e-05,-0.001712489116291306,7.246276250466798e-05,3,0.0
minilm_kmeans,completed,,sentence_transformer,kmeans,0.03872443363070488,0.00027120401363637105,0.0002723962833353353,0.00027179884099297374,-0.0017136495951640004,0.00027179884099297374,3,0.0
minilm_agglomerative,completed,,sentence_transformer,agglomerative,0.0357416532933712,3.889687153635646e-06,4.306509592975618e-06,4.087499497308105e-06,-0.0017276985652431502,4.087499497308105e-06,3,0.0
mbert_kmeans,completed,,transformer_encoder,kmeans,0.16371023654937744,2.1343144237816968e-05,2.3883707898351647e-05,2.2542069524257244e-05,-0.0016976118126051812,2.254206952425724e-05,3,0.0
mbert_dbscan,completed,,transformer_encoder,dbscan,,0.0,1.0,0.0,0.0,0.0,1,0.0
labse_kmeans,completed,,cross_lingual_sentence_embedding,kmeans,0.03086000122129917,8.404944079671575e-05,8.622039908134266e-05,8.512107996632187e-05,-0.0018295972231921285,8.512107996632188e-05,3,0.0
msimcse_dbscan,completed,,contrastive_sentence_embedding,dbscan,0.1362711787223816,0.001638058515000783,0.0008475284047198855,0.0011170811280359137,-0.0015410672764387427,0.0011170811280359137,61,0.642
